id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;release_date;manufacturer;oem;platform;genre;weight_g;length_mm;width_mm;height_mm;location;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
AH8BN3;1136128;Immortals Fenyx Rising;Video Games and Consoles - PlayStation 4 - Games;12+;7.25;3307216143987;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AH8BN3/5cfc9c1ca19849a8a86ebc15fa9f8139.jpg/f/immortals-fenyx-rising.jpg;5907;;English,French,German,Italian,Spanish,Portuguese;English;English,French,Italian,German,Spanish,Portuguese,Dutch,Polish;12+;2020-12-03;Ubi Soft;300112315;PlayStation 4;;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Immortals Fenyx Rising&trade brings grand mythological adventure to life. Play as Fenyx, a new winged demigod on a quest to save the Greek gods and their home from a dark curse. Take on mythological beasts, master the legendary powers of the gods and defeat Typhon, the deadliest Titan in Greek mythology, in an epic fight for the ages.<br><br>The fate of the world is at stake – you are the gods’ last hope.</p><p>Immortals Fenyx Rising is a fresh and witty take on the open world action adventure genre, featuring dynamic action, combat and stories inspired by Greek mythology. Roam freely across a beautifully stylized world and use extraordinary abilities gifted by the gods against fearsome mythological monsters. Treacherous trials, heroic feats and the very underworld itself await your bravery. Experience a tale for the ages, of gods and monsters, and become the legend you were destined to be.<br></p><p><b>Features</b><br></p><p><strong>WIELD THE POWER OF GODS</strong><br>The gods of Olympus have blessed you with gifts: the wings of Daidalos, the sword of Achilles, the bow of Odysseus, and more, as well as legendary powers that will help turn the tides of battle. Use them to fight mythical monsters, solve ancient puzzles and explore the vast open world</p><p><strong>CONFRONT MYTHOLOGICAL ENEMIES</strong><br>Face off against legendary beasts like Cyclops, Medusa, or Minotaur, and confront corrupted heroes such as Achilles. Take them on in fast-pacedaerial and melee combat, combining your god-given abilities and weapons.</p><p><strong>EXPLORE A STYLIZED OPEN WORLD</strong><br>Discover a beautifully rendered and vibrant fantasy world. Traverse, climb or explore by air across seven unique regions, each inspired by the gods.</p><p><strong>OVERCOME HEROIC TRIALS</strong><br>Use your wit and special abilities to solve challenging puzzles and mind-bending vaults or partake in high-strategy boss battles to increase your power and upgrade your skills.</p><p><strong>BUILD YOUR LEGEND</strong><br>Customize your character's appearance and discover new armor and gear inspired by Greek mythology. Gather materials across the world to craft powerful items and upgrade your gear in your quest to fulfill your destiny.</p>
235X6Y;1157143;Immortals Fenyx Rising (Gold Edition);Video Games and Consoles - PlayStation 4 - Games;12+;12.5;3307216155140;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235X6Y/06aabd35b79342c3a8fd9a1010b2dad4.jpg/f/immortals-fenyx-rising-gold-edition.jpg;507;;English,French,German,Italian,Spanish,Portuguese,Brazilian;English;English,French,Italian,German,Spanish,Portuguese,Brazilian,Czech,Dutch,Polish;12+;2020-12-03;Ubi Soft;300114385;PlayStation 4;;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Gold Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Immortals Fenyx Rising&trade brings grand mythological adventure to life. Play as Fenyx, a new winged demigod on a quest to save the Greek gods and their home from a dark curse. Take on mythological beasts, master the legendary powers of the gods and defeat Typhon, the deadliest Titan in Greek mythology, in an epic fight for the ages.<br><br>The fate of the world is at stake – you are the gods’ last hope.</p><p>Immortals Fenyx Rising is a fresh and witty take on the open world action adventure genre, featuring dynamic action, combat and stories inspired by Greek mythology. Roam freely across a beautifully stylized world and use extraordinary abilities gifted by the gods against fearsome mythological monsters. Treacherous trials, heroic feats and the very underworld itself await your bravery. Experience a tale for the ages, of gods and monsters, and become the legend you were destined to be.<br></p><p><b>Features</b><br></p><p><strong>WIELD THE POWER OF GODS</strong><br>The gods of Olympus have blessed you with gifts: the wings of Daidalos, the sword of Achilles, the bow of Odysseus, and more, as well as legendary powers that will help turn the tides of battle. Use them to fight mythical monsters, solve ancient puzzles and explore the vast open world</p><p><strong>CONFRONT MYTHOLOGICAL ENEMIES</strong><br>Face off against legendary beasts like Cyclops, Medusa, or Minotaur, and confront corrupted heroes such as Achilles. Take them on in fast-pacedaerial and melee combat, combining your god-given abilities and weapons.</p><p><strong>EXPLORE A STYLIZED OPEN WORLD</strong><br>Discover a beautifully rendered and vibrant fantasy world. Traverse, climb or explore by air across seven unique regions, each inspired by the gods.</p><p><strong>OVERCOME HEROIC TRIALS</strong><br>Use your wit and special abilities to solve challenging puzzles and mind-bending vaults or partake in high-strategy boss battles to increase your power and upgrade your skills.</p><p><strong>BUILD YOUR LEGEND</strong><br>Customize your character's appearance and discover new armor and gear inspired by Greek mythology. Gather materials across the world to craft powerful items and upgrade your gear in your quest to fulfill your destiny.</p>
235X6Z;1157144;Immortals Fenyx Rising (Gold Edition);Video Games and Consoles - Xbox One - Games;12+;16.5;3307216155485;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235X6Z/229cd0eba99949ccb6c1b4aebd4ed415.jpg/f/immortals-fenyx-rising-gold-edition.jpg;232;;English,French,German,Italian,Russian,Spanish,Portuguese;English;English,French,Italian,German,Spanish,Portuguese,Dutch,Polish,Russian;12+;2020-12-03;Ubi Soft;300114402;Xbox One;;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Gold Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Immortals Fenyx Rising&trade brings grand mythological adventure to life. Play as Fenyx, a new winged demigod on a quest to save the Greek gods and their home from a dark curse. Take on mythological beasts, master the legendary powers of the gods and defeat Typhon, the deadliest Titan in Greek mythology, in an epic fight for the ages.<br><br>The fate of the world is at stake – you are the gods’ last hope.</p><p>Immortals Fenyx Rising is a fresh and witty take on the open world action adventure genre, featuring dynamic action, combat and stories inspired by Greek mythology. Roam freely across a beautifully stylized world and use extraordinary abilities gifted by the gods against fearsome mythological monsters. Treacherous trials, heroic feats and the very underworld itself await your bravery. Experience a tale for the ages, of gods and monsters, and become the legend you were destined to be.<br></p><p><b>Features</b><br></p><p><strong>WIELD THE POWER OF GODS</strong><br>The gods of Olympus have blessed you with gifts: the wings of Daidalos, the sword of Achilles, the bow of Odysseus, and more, as well as legendary powers that will help turn the tides of battle. Use them to fight mythical monsters, solve ancient puzzles and explore the vast open world</p><p><strong>CONFRONT MYTHOLOGICAL ENEMIES</strong><br>Face off against legendary beasts like Cyclops, Medusa, or Minotaur, and confront corrupted heroes such as Achilles. Take them on in fast-pacedaerial and melee combat, combining your god-given abilities and weapons.</p><p><strong>EXPLORE A STYLIZED OPEN WORLD</strong><br>Discover a beautifully rendered and vibrant fantasy world. Traverse, climb or explore by air across seven unique regions, each inspired by the gods.</p><p><strong>OVERCOME HEROIC TRIALS</strong><br>Use your wit and special abilities to solve challenging puzzles and mind-bending vaults or partake in high-strategy boss battles to increase your power and upgrade your skills.</p><p><strong>BUILD YOUR LEGEND</strong><br>Customize your character's appearance and discover new armor and gear inspired by Greek mythology. Gather materials across the world to craft powerful items and upgrade your gear in your quest to fulfill your destiny.</p>
236TG5;1164306;Dishonored II (2) (AUS);Video Games and Consoles - Xbox One - Games;18+;2.75;5055856407645;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236TG5/73b482aa8678410b8dcccf28f2c691f6.jpg/f/dishonored-ii-2-aus.jpg;1328;;English,German,French;English;English,German,French;18+;2016-11-11;Bethesda;;Xbox One;First Person Shooter, Action;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Import;;;;;;;;;;;;;;;;<p>	Reprise your role as a supernatural assassin in 	<em>Dishonored 2</em> – the next chapter in the award-winning <em>Dishonored</em><em></em>saga by Arkane Studios. Play your way in a world where mysticism and industry collide. Will you choose to play as Empress Emily Kaldwin or the royal protector, Corvo Attano? Will you make your way through the game unseen, make full use of its brutal combat system, or use a blend of both? How will you combine your character's unique set of powers, weapons and gadgets to eliminate your enemies? The story responds to your choices, leading to intriguing outcomes, as you play through each of the game's hand-crafted missions.</p><p>	<u><strong data-redactor-tag=strong>Story:</strong></u></p><p>	<strong><em data-redactor-tag=i>Dishonored 2</em></strong> is set 15 years after the Lord Regent has been vanquished and the dreaded Rat Plague has passed into history. An otherworldly usurper has seized Empress Emily Kaldwin's throne, leaving the fate of the Isles hanging in the balance. As Emily or Corvo, travel beyond the legendary streets of Dunwall to Karnaca, the once-dazzling coastal city that holds the keys to restoring Emily to power. Armed with the Mark of the Outsider and powerful new abilities, track down your enemies and take back what's rightfully yours. <strong></strong></p><p>	<strong><u data-redactor-tag=u>Key Features:</u></strong></p><p>	<strong>The Assassins </strong></p><p>	As fully voiced characters, Emily Kaldwin and Corvo Attano now bring their own perspectives and emotional responses to the world and story. Use each character's set of powers, gadgets and uniquely-tuned weapons in creative ways as you explore the world – whether you fight your way through the city streets or sneak across the rooftops - and which enemies you decide to eliminate or spare.</p><p>	<strong>Supernatural Powers</strong></p><p>	Advanced bonecharm crafting and all-new upgrade trees allow you to customize your powers in vastly different ways. Become a living shadow to silently stalk your targets, link enemies so they share a common fate, or mesmerize your foes and dominate their minds. Choose from nearly infinite combinations of violence, nonlethal combat, powers and weapons to accomplish your objectives.</p><p>	<strong>Imaginative World </strong></p><p>	From the grimy, rat-infested streets of Dunwall to the lush, exotic coasts of a decaying Karnaca, immerse yourself in stylized locales created by Arkane's premiere art and narrative teams. The world is a character in its own right, rich with story, architecture and eclectic characters. It is also punctuated by signature mission locations, such as the Dust District, ravaged by dust storms and warring factions, and a madman's mansion made of shifting walls, deadly traps and clockwork soldiers.</p><p>	<strong>Challenge</strong></p><p>	Customize your gameplay options and difficulty settings for an even more tailored adventure. You can make the experience more challenging (or easier) by changing myriad parameters related to stealth, movement and combat.</p><p>	<strong>The Void Engine</strong></p><p>	<strong><em data-redactor-tag=i>Dishonored 2</em></strong> is beautifully brought to life with the new Void Engine, a leap forward in rendering technology, built from id Tech and highly-customized by Arkane Studios. Designed to support world-class art direction and take full advantage of the powerful hardware this generation has to offer, the Void Engine allows for significant advances to all game systems, including responsive stealth and combat Artificial Intelligence, lighting and graphical rendering, impressively dense urban environments, and story presentation.</p>
23AY6S;1195329;Oskia - Renaissance Mask;Beauty - Skin care - Face - Treatments & Masks - Masks;;39.0;5032410040715;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23AY6S/9d58a6e7bb8147ffac4f9e761990783a.jpg/f/oskia-renaissance-mask.jpg;1;OSKIA;;;;;;OSKIA;35043;;;220.0;95.0;95.0;80.0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p><strong>Here is a wonder product that we prefer to call it, and we do not do it for no reason! Find out why!</strong><br></p><p>Oskia Renaissance Mask is a peel-in-a-balm designed to increase skin cell renewal with AHA and fruit acids and boost skin radiance with MSM and prebiotics.<br>This luxurious, exfoliating mask, filled with OSKIA's trademark blend of beauty-boosting nutrients, leaves the skin smoother, more refined and radiant. With a fresh, aromatic scent of rose, passion fruit and chamomile - all organically certified. OSKIA Renaissance Mask works effectively to remove dead skin cells and boost cell regeneration and ATP energy without damaging or removing the outer layer of the skin. The mask is pink to begin with, after which the luxurious, unique cream changes color to white when massaged well into the skin.</p><p>All in all, it is an extraordinary product from Oskia, which has some vital ingredients that are crucial for effective skin care and skin protection. The above product is not just another mask, but actually a source of a nicer and healthier skin, which ages more slowly. You will thank yourself for investing in this unique mask.<br></p><p><strong>Application:</strong></p><ul><li>Apply on dry, clean skin and let sit for 10-20 minutes depending on your skin type. Massage into the skin for a few seconds to activate the ingredients (the mask turns white).</li><li>Sensitive skin types should only leave the mask on for 10 minutes.</li><li>Add a little water to the face just before washing off the mask and massaging again. This turns the mask into a milk and activates the second phase.</li><li>Rinse with warm water.</li><li>Easy to wash off and leaves your skin with a great, clean feeling.</li><li>Do not allow the product to come into contact with water. Do not store in cold temperatures. Small grains may form in the product if stored in a cold, humid environment, but this does not affect the efficiency of the product.</li></ul><p><strong>Benefits:</strong></p><ul><li>Suitable for vegans</li><li>Enzyme mask for all skin types</li><li>Plumps and brightens the skin</li><li>Makes your skin younger, healthier and more beautiful</li><li>Makes your skin age more slowly</li><li>Contains vital ingredients, that are crucial for your skin</li><li>Winner of 11 ‘Best Mask’ awards</li></ul>
238T6G;1179893;Wildlands - The Unquiet Dead (EN) (OG3067);Toys - Games - Role Playing Games;;15.75;9781472830678;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238T6G/4dfc2c0281f94d36a7721899335d031e.jpg/f/wildlands-unquiet-dead-og3067.jpg;12;Osprey;;;;;;Spilbræt;OG3067;;;180.0;220.0;155.0;35.0;2;;;;;;;;;Multi;;;;;;;;;;;;;;;;;;;;;;;Multi;;;;;;;;;;;;;;;;;<p>Within the Wildlands the word is spreading--the dead have not finished with the living. Refusing to yield to their own mortality, a nightmarish gang of undead miscreants have taken to the battlefield, striking fear into the hearts of all who oppose them.</p><p>The Unquiet Dead introduces a new faction to Martin Wallace's Wildlands with the unique mechanic of common activation. Undead characters share activation symbols, giving players an aggressive new play style. The faction pack also includes an option for players to use the undead as non-player characters, with more undead flooding the board as battle rages.</p><p>Please note that this expansion requires a copy of Wildlands.</p>
BE8D3U;81928;Nuxe - Huile Prodigieuse Golden Shimmer Face and Body Oil 50 ml;Beauty - Skin care - Face - Oils & Serums;;19.25;3264680002021;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/BE8D3U/729b249cd89644a395de4d549e4a06b9.jpg/f/nuxe-huile-prodigieuse-golden-shimmer-face-and-body-oil-50-ml.jpg;204;Nuxe;;;;;;Nuxe;HPG;;;160.0;85.0;60.0;26.0;1;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Nuxe Huile Prodigieuse Multi-Purpose Golden Shimmer is Dry Oil for face, body and hair. 98.1% of the ingredients in this Shimmering Dry Oil are of natural origin, it is a unique combination of 30% Precious Plant Oils and Vitamin E to nourish, repair and soften your face, body and hair in a single step. For all skin types and ages. <br></p><p><b>Application:</b></p><ul><li>Apply to face, top of your day cream</li><li>Inflict the places you want highlighted, eg. throat, neck, shoulder and arms</li><li>Apply it on your less visible stretch marks</li><li>Mix a little bit with your foundation and will give a beautiful glow on the face</li><li>Apply to hair, cover your hair with a towel, let it sit for 20 minutes and wash it then out</li></ul><p><b>Benefits:</b></p><ul><li>Contains essential oils and vitamin E</li><li>Provides a supple and smooth skin</li><li>Leaves your hair silky</li><li>Healing power of less visible stretch marks</li><li>Moisturizes, nourishes and repairs</li><li>Without parabens</li><li>Contains multi reflective particles</li><li>Provides a beautiful and nice golden glow</li></ul><ul></ul><p><p><strong>Nuxe is the combination of two words: nature and luxe!</strong></p><p><strong></strong>In 1989 Aliza Jabés took over the french Laboratoire Nuxe. Until then it was just another quaint beauty lab. But Jabés, a new mom and businesswoman, was determined to use her knowledge of aromatherapy and phytotherapy to create a multifunctional product for busy women like herself. The result was Huile Prodigieuse Dry Oil, Nuxe's first cult product. </p><p>The line is now a staple in luxury pharmacies across the world, and their skin and body formulas are known for their gorgeous feel and stellar performance. The philosophy behind Nuxe products is to be natural and long lasting, with a dose of sensuality. That's why Nuxe skips mineral oils, parabens, or animal substances and opts for natural actives that have been tried and tested in their laboratories. The line looks and feels luscious, too. <span></span><br></p></p>
2384UP;1174016;Sol de Janeiro - Bom Dia Bright Cream 240 ml;Beauty - Bath and body - Moisturizers - Creams;;21.25;0851604006697;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2384UP/f8d92d04eb76428fb4c75fb6c5b5a030.jpg/f/sol-de-janeiro-bom-dia-bright-cream-240-ml.jpg;132;Sol de Janeiro;;;;;;Sol de Janeiro;SJ00010500;;;384.0;100.0;100.0;80.0;1;;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p><strong>Give your skin a daily boost of moisture with this wonderful body cream.</strong></p><p> Bom Dia Bright Cream gives you silky soft skin with a healthy glow all the way down to the toes. The cream is enriched with fruit AHAs that gently exfoliate, so that uneven skin turns into a radiant, refreshed skin. It gives you daily care and helps to even out skin tone as well as minimize the appearance of dark spots with vitamin C. The cream also helps to support the production of collagen and elastin as well as speed up cell turnover, which helps keep the pores clear and combats ingrown hairs with natural AHAs and BHAs.</p><p> <strong>Application:</strong></p><ul><li><p> Use daily or as needed</p></li><li><p> For ingrown hairs due to hair removal and on uneven areas: use 2 times a day</p><p></p></li></ul><p> <strong>Advantage:</strong></p><ul><li><p> Wonderful body cream from Sol de Janeiro</p></li><li><p> Daily boost of moisture</p></li><li><p> Gives you silky soft skin</p></li><li><p> Exfoliates gently</p></li><li><p> Smoothes the skin tone</p></li><li><p> Minimizes dark spots</p></li><li><p> Fights ingrown hairs</p></li></ul>
23B5QZ;1196642;Sol de Janeiro - Bom Dia Bright Cream 75 ml;Beauty - Bath and body - Moisturizers - Creams;;12.5;0851604006710;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23B5QZ/50b64b4-6e414da29cc7770196bce235.png/f/sol-de-janeiro-bom-dia-bright-cream-75-ml.png;111;Sol de Janeiro;;;;;;Sol de Janeiro;SJ00010502;;;120.0;60.0;70.0;70.0;1;;;;;;;;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p><strong>Give your skin a daily boost of moisture with this wonderful body cream.</strong></p><p> Bom Dia Bright Cream gives you silky soft skin with a healthy glow all the way down to the toes. The cream is enriched with fruit AHAs that gently exfoliate, so that uneven skin turns into a radiant, refreshed skin. It gives you daily care and helps to even out skin tone as well as minimize the appearance of dark spots with vitamin C. The cream also helps to support the production of collagen and elastin as well as speed up cell turnover, which helps keep the pores clear and combats ingrown hairs with natural AHAs and BHAs.</p><p> <strong>Application:</strong></p><ul><li><p> Use daily or as needed</p></li><li><p> For ingrown hairs due to hair removal and on uneven areas: use 2 times a day</p><p></p></li></ul><p> <strong>Advantage:</strong></p><ul><li><p> Wonderful body cream from Sol de Janeiro</p></li><li><p> Daily boost of moisture</p></li><li><p> Gives you silky soft skin</p></li><li><p> Exfoliates gently</p></li><li><p> Smoothes the skin tone</p></li><li><p> Minimizes dark spots</p></li><li><p> Fights ingrown hairs</p></li></ul>
AN4E5G;145259;IdHAIR - Extreme Titanium 100 ml;Beauty - Hair care - Stylings products - Pomades and waxes;;6.1;5704699000192;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AN4E5G/ded8425e14704fa59590bca2aa415876.jpg/f/idhair-extreme-titanium-100-ml.jpg;35;Id Hair;;;;;;idHair;20119;;;160.0;60.0;60.0;60.0;1;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>IdHAIR's Extreme Titanium is the strongest hair wax from IdHAIR. The wax is free of parabenes,&nbsp and gives the hair a slightly dusty look. The wax is 100% water-soluble, thus can be washed out easily&nbspwithout leaving any styling residue. With IdHAIR Extreme Titanium, you can restyle your hair over and over again throughout the day. IdHAIR Extreme Titanium gives extreme hold to short hair. IdHAIR Extreme Titanium gives a clear separation.</p><p><strong>Application</strong><br></p><ul><li>Rub a small amount between palms, and work through dry hair</li><li>Style as desired</li></ul><p><strong>Benefits</strong></p><ul><li>Parabene free</li><li>Easy to rinse out&nbsp</li><li>100% water soluble&nbsp</li><li>Discreet scent</li><li>Strong hold and neutral shine</li></ul><p><p><strong>Id Hair</strong></p><p>IdHAIR was founded in 1986 and has grown rapidly and has become a reputable, dynamic and foresighted company. IdHAIR is currently the fastest growing brand in Europe with the best selling waxes in the Scandinavia and UK market. IdHAIR’s goal is to offer the best hair products on the market. IdHAIR wax was the first water-soluble wax on the Danish market.<span></span></p><br>&nbsp</p>
238Q5R;1179231;Legend of Mana (Import);Video Games and Consoles - Nintendo Switch - Games;;38.99;8885011015104;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/238Q5R/fd4b4a6fc5224771b9b1dc42268a787f.png/f/legend-of-mana-import.png;64;;;English;English,Japanese,French,German,Spanish,Korean,Simplified Chinese,Traditional Chinese;;;Square Enix;;Nintendo Switch;;60.0;170.0;105.0;10.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Import;;;;;;;;;;;;;;;;<p>The classic action RPG that you’ve loved in the 90s because of its colorful hand-drawn graphics, soundtracks and gameplay is remastered!<br><br>The game includes updated graphics and game mechanics never before seen in previous Mana titles, like the Land Creation System and the mini-game ”Ring Ring Land”. Get ready to embark on a magical adventure in finding the Mana Tree!<br><br>Upon your journey, you are bound to find special artifacts, which can be used to fill the map that will bring the towns and dungeons to life and help you advance in the story.<br><br>Also, let’s not forget about the lively and colorful cast of the game. Help them accomplished various quests in the enormous world of Fa’Diel.<br><br>Plus, not only the visuals and system enhancements have been revamped but as well as the music. The original music was rearranged to befit the other enhancements made in the classic game. Players now have the option to alternate between the new and original soundtrack.<br><br>Get ready to relive the magic of the timeless classic in High Definition with new and updated features in Legend of Mana Remastered.</p>
A4F5UP;51514;Sonic the Hedgehog (Import);Video Games and Consoles - PlayStation 3 - Games;;12.5;0010086690019;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/A4F5UP/1d3752e6d1f7483381e3639978d576ce.jpg/f/sonic-hedgehog-import.jpg;183;;English;English;English,German,Spanish,French,Italian;6+;2007-03-01;Sega Games;PV;PlayStation 3;Adventure, Platform;125.0;171.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	In his first adventure set in the human world, Sonic meets a beautiful princess named Elise, whom he quickly befriends, but Princess Elise is abducted by none other than the calculating Dr. Eggman who is working under dark and sinister motives	<br>In order to restore safety and serenity, Sonic must maneuver his way through a series of adventures and challenges where he will encounter and interact with a bevy of allies and enemies, and ultimately go head to head against the menacing doctor	<br>Speed Redefined. Utilizing next-gen technologies, light bloom, and environmental motion-blur effects, Sonic's breakneck speed and dazzling world come to life.	<br>The dynamic environments have been specifically created to promote Sonic's sense of speed while delivering a great sense of scale.	<br>Two different types of stages. Town stages where Sonic will be able explore vast environments and play various sub-missions, and Action stages where Sonic's blistering speed will be utilized in full effect.	<br></p>
BV2EF5;73117;Little Tikes - Cozy Coupe Princess (401239);Toys - Baby and Toddler Toys - Ride-ons;;62.5;0050743614798;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/BV2EF5/87ed36231aef4e7aa3a7809ca6b96217.jpg/f/little-tikes-cozy-coupe-princess-401239.jpg;2;Little Tikes;;;;;;Littletikes;;;;8440.0;740.0;420.0;380.0;2;;;;;;;;;;;;;;;;;;;;;842 mm;;;;;;;;;;;;;;;;;;;;;;;;;;435.9 mm;;<p>	Cozy couple in princess theme. High quality toy for indoor and outdoor use. This charming little girl's version of the classic kid-powered car features colors and styling specially designed to please every little princess - now with an updated look to celebrate the Cozy Coupe's 30th anniversary!</p><p>New features include removable floor and handle on back for parent-controlled push rides.</p><p>Features: <br></p><ul><li>Includes a high seat back and storage in the rear, plus a driver's door that opens and closes. </li><li>Easy-to-grip steering wheel has a fun working horn -- beep, beep! </li><li>Opening door, with latch </li><li>Parent grab handle in roof, </li><li>Removable floorboard for toddlers. </li><li>Max. weight per child 23kg</li></ul><p>	<br>	PLEASE NOTE: Trailer sold separately.<br></p><p>	<br>	<br></p><p>	<br>	<b r=></b></p>
AB97ZJ;1129938;Batman: Arkham VR (#);Video Games and Consoles - PlayStation 4 - Games;;16.5;0883929560219;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AB97ZJ/151fe37370c1463ca0cb2761811d1ba5.jpg/f/batman-arkham-vr.jpg;45;Batman;English;English;English,French;;;Warner;;PlayStation 4;;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Batman: Arkham VR immerses you in the Dark Knight's Universe and redefines what it means to be the Batman. Experience Gotham City through the eyes of the World's Greatest Detective in an all new Arkham mystery</p><p><strong>FEATURES</strong>:</p><p>Batman: Arkham VR immerses you in the Dark Knight's Universe and redefines what it means to be the Batman.<br>Experience Gotham City through the eyes of the World's Greatest Detective in an all new Arkham mystery.<br>PlayStation VR required to play this game</p>
AE94K8;1129604;Kingdom Hearts: The Story So Far;Video Games and Consoles - PlayStation 4 - Games;12+;13.25;5021290083752;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE94K8/ab4e2436cea74afcbdcd14a4a6c1ef0c.png/f/kingdom-hearts-story-so-far.png;28;;English;English;English,German,Spanish,French,Italian;12+;2019-03-29;Square Enix;;PlayStation 4;;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>In KINGDOM HEARTS - The Story So Far -, Keyblade wielders can relive the magical adventures of Sora, Donald Duck, Goofy and friends as they attempt to stop the Heartless invasion that threatens their universe. Fans will travel to iconic Disney worlds and join forces with beloved Disney and FINAL FANTASY® characters in order to fight back against the threat of darkness and bring back light to all worlds.</p><p><strong>The compilation includes the following games:</strong></p><ul><li>KINGDOM HEARTS HD 1.5+2.5 ReMIX</li><li>KINGDOM HEARTS FINAL MIX</li><li>KINGDOM HEARTS Re:Chain of Memories</li><li>KINGDOM HEARTS 358/2 Days (HD Remastered cinematics)</li><li>KINGDOM HEARTS II FINAL MIX</li><li>KINGDOM HEARTS Birth by Sleep Final MIX</li><li>KINGDOM HEARTS Re:coded (HD Remastered cinematics)</li><li>KINGDOM HEARTS HD 2.8 FINAL CHAPTER PROLOGUE</li><li>KINGDOM HEARTS Dream Drop Distance HD</li><li>KINGDOM HEARTS 0.2 Birth by Sleep –A fragmentary passage–</li><li>KINGDOM HEARTS χ Back Cover (movie)</li></ul>
237H5N;1170212;The Nioh Collection (Import);Video Games and Consoles - PlayStation 5 - Games;18+;47.5;0711719817093;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/237H5N/3125e506255c4c76a694f4ff1574576f.jpg/f/nioh-collection-import.jpg;118;;English;English;English;;2021-02-05;Tecmo;;PlayStation 5;Action;100.0;170.0;135.0;15.0;1;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Import;;;;;;;;;;;;;;;;<p>In this expansive collection, journey through Sengoku-era Japan to face nightmarish foes and legendary warriors in blisteringly fast hardcore combat. Master the way of the samurai in Nioh, then unleash your inner darkness in Nioh 2 - each expertly remastered and enhanced for PS5.</p><ul><li>Discover the complete Nioh saga with all six major expansions included.</li><li>Battle the yokai threat at a stunning 120fps with ultra-fast load times.</li></ul>
